md_thresh,batch_size,model_backbone,transfer_learning_rate,finetune_learning_rate,transfer_epochs,finetune_epochs,finetune_layers,transfer_patience,finetune_patience,acc,prec,rec,f1,phase
0.1988888888888889,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8920152091254753,0.8419593055686316,0.7908886593479616,0.8108148700458511,2
0.7922222222222223,32,xception,1e-05,0.005,10,0,0,2,2,0.870722433460076,0.7203364952195783,0.6327280555753891,0.664065251773055,2
0.2977777777777778,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8844106463878327,0.8203867226306236,0.8000849597740469,0.8054570508300798,2
0.3157575757575758,32,xception,0.0005994842503189,0.005,10,0,0,2,2,0.8517110266159695,0.7750188429419331,0.7152181549977927,0.7109288384141879,2
0.1359595959595959,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8874524714828897,0.8150981459286621,0.7972366770699435,0.8033566043650514,2
0.1449494949494949,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8973384030418251,0.8189941068496402,0.8376123704261234,0.8248665327189949,2
0.2797979797979798,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8836501901140684,0.834490123250332,0.7278645846065988,0.7727424389093402,2
0.2618181818181818,32,xception,0.001,0.005,10,0,0,2,2,0.7954372623574144,0.8022676852864205,0.5404731274502058,0.6046270640342097,2
0.7113131313131313,32,xception,0.001,0.005,10,0,0,2,2,0.8593155893536122,0.7906378515140629,0.7162405551004856,0.727024209829349,2
0.5405050505050505,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8927756653992396,0.7165613576117619,0.6793326422737008,0.693852561619523,2
0.4595959595959596,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8897338403041825,0.8187487178669679,0.8035617134420929,0.8074082431795231,2
0.3517171717171717,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8942965779467681,0.8375985700938943,0.7258778485631265,0.7629153751381617,2
0.3696969696969697,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8844106463878327,0.8379249044643737,0.7446083783852764,0.7835321577507155,2
0.6573737373737374,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8874524714828897,0.8579897378247267,0.7368940030344067,0.7870266993433064,2
0.1359595959595959,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8699619771863117,0.8183143967862092,0.691545915775734,0.7412821458726511,2
0.6933333333333334,32,xception,7.742636826811278e-05,0.005,10,0,0,2,2,0.9079847908745248,0.8622737678812329,0.7973232096661662,0.8268036256500626,2
0.5764646464646465,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8942965779467681,0.8332450693040772,0.7861848308019118,0.804717923963977,2
0.9090909090909092,32,xception,0.0001291549665014,0.005,10,0,0,2,2,0.9019011406844106,0.8378061173908802,0.797735718554851,0.8146456989027744,2
0.7472727272727273,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8950570342205323,0.8095897533654564,0.796085156427478,0.7988402079054777,2
0.6573737373737374,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8935361216730038,0.8347484550203199,0.7776216591782283,0.8013315305478985,2
0.2977777777777778,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8844106463878327,0.8360276990019418,0.7043303626235997,0.7435861785110562,2
0.1629292929292929,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8866920152091254,0.8361787900113986,0.7806508200052706,0.803262123440235,2
0.5225252525252526,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8806083650190114,0.8606306024384437,0.6604804994757547,0.7259784029500072,2
0.108989898989899,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8866920152091254,0.822628713375017,0.7841165493230449,0.7978292305889385,2
0.2528282828282828,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8737642585551331,0.7624653941908413,0.8033567860335435,0.7648961925696753,2
0.8102020202020203,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8866920152091254,0.8592442441087468,0.7018283947839883,0.7618026331762928,2
0.7203030303030303,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8942965779467681,0.8675801737527549,0.7115300974621677,0.7629502793309224,2
0.2797979797979798,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8798479087452471,0.8178666896808575,0.7389046559547428,0.7718790888576652,2
0.4056565656565657,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8851711026615969,0.8425549002823851,0.7189559266694391,0.7663417089351537,2
0.8821212121212122,32,xception,1e-05,0.005,10,0,0,2,2,0.8684410646387832,0.7004840608758852,0.6023430536269684,0.6401710256525901,2
0.99,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.888212927756654,0.8350210855787925,0.7451798248994854,0.7811618170718488,2
0.3247474747474748,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8912547528517111,0.8361815129296003,0.7703074058903048,0.7991107567634186,2
0.5674747474747475,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.9019011406844106,0.8729947866461025,0.7767724929037079,0.8189115990373663,2
0.4146464646464647,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8965779467680608,0.8322270638238587,0.8148567626180564,0.8221102654146977,2
0.936060606060606,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8866920152091254,0.8538164456606634,0.7263129916915669,0.7774439200373635,2
0.3427272727272727,32,xception,0.0003593813663804,0.005,10,0,0,2,2,0.8920152091254753,0.8343139800879301,0.7643330283733919,0.784916764276994,2
0.7292929292929293,32,xception,1e-05,0.005,10,0,0,2,2,0.8714828897338402,0.7011820096396046,0.6123011621123757,0.6482693065964759,2
0.2977777777777778,32,xception,0.001,0.005,10,0,0,2,2,0.8334600760456273,0.7126440747521716,0.7637520716902901,0.7333027202097294,2
0.936060606060606,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8920152091254753,0.8532770196986548,0.7568107930561152,0.7962443576258619,2
0.4955555555555556,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8897338403041825,0.8428572564613424,0.7007834722282731,0.7547401915297183,2
0.6214141414141414,32,xception,7.742636826811278e-05,0.005,10,0,0,2,2,0.9026615969581748,0.8540696840389601,0.8115680085850161,0.828310993734845,2
0.6663636363636364,32,xception,0.001,0.005,10,0,0,2,2,0.8775665399239544,0.8201455536374338,0.7316753809887331,0.7677313264959233,2
0.2438383838383838,32,xception,1.6681005372000593e-05,0.005,10,0,0,2,2,0.8920152091254753,0.8502955121162341,0.7311093816398213,0.7756785069207078,2
0.3966666666666667,32,xception,0.0001291549665014,0.005,10,0,0,2,2,0.888212927756654,0.8111582453891638,0.8113205377239058,0.8081318836966225,2
0.5674747474747475,32,xception,0.001,0.005,10,0,0,2,2,0.8228136882129278,0.7171190980985453,0.680385278841574,0.6603464851659269,2
0.5854545454545454,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8889733840304183,0.8360428119486878,0.7442612653109513,0.7795619950276937,2
0.1,32,xception,0.0001291549665014,0.005,10,0,0,2,2,0.8912547528517111,0.875505622326295,0.7675790330920977,0.8093877009463885,2
0.2528282828282828,32,xception,7.742636826811278e-05,0.005,10,0,0,2,2,0.8996197718631179,0.8500722766560446,0.8208434735975835,0.8325837072822604,2
0.8551515151515152,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8897338403041825,0.8564169250131779,0.7430931698039422,0.7899389930965248,2
0.3067676767676768,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8859315589353612,0.8253164872463351,0.7626148778957186,0.7899226803070243,2
0.2797979797979798,32,xception,0.001,0.005,10,0,0,2,2,0.8,0.7487731912719062,0.6055358488055294,0.6146321447304189,2
0.5225252525252526,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8897338403041825,0.8591909019707309,0.7529874235008224,0.7960269323191391,2
0.4685858585858586,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8783269961977186,0.8483954695736009,0.773481858781578,0.8058106496262644,2
0.8551515151515152,32,xception,0.0005994842503189,0.005,10,0,0,2,2,0.8699619771863117,0.8107641006059058,0.754498847622344,0.7657754679956355,2
0.1988888888888889,32,xception,0.0002154434690031,0.005,10,0,0,2,2,0.8866920152091254,0.8557062635918555,0.7958403080587991,0.818711707520664,2
0.981010101010101,32,xception,1e-05,0.005,10,0,0,2,2,0.8577946768060837,0.6789926969047585,0.5828609335024733,0.6173761721391313,2
0.4056565656565657,32,xception,2.782559402207126e-05,0.005,10,0,0,2,2,0.8866920152091254,0.8332813619902697,0.7591832648811063,0.7919103889084779,2
0.2078787878787878,32,xception,4.641588833612782e-05,0.005,10,0,0,2,2,0.8988593155893536,0.8620024357171554,0.8006435588390615,0.828463404054111,2
0.6663636363636364,32,xception,1e-05,0.005,10,0,0,2,2,0.8593155893536122,0.6791936315934167,0.5893593284230814,0.6241229272845246,2
0.963030303030303,32,xception,0.0001291549665014,0.005,10,0,0,2,2,0.8806083650190114,0.7537735038949384,0.6439431166200412,0.6863616117774245,2
0.252828,32,xception,7.742636826811278e-05,1e-06,10,10,1,2,2,0.8836501901140684,0.8169925670164064,0.8139369510593782,0.8115474545931347,3
0.252828,32,xception,7.742636826811278e-05,1.3738237958832638e-06,10,10,1,2,2,0.8958174904942966,0.847279740420983,0.7529698591705742,0.793222934185739,3
0.252828,32,xception,7.742636826811278e-05,1.887391822135096e-06,10,10,1,2,2,0.8965779467680608,0.8119702935729151,0.8172096603949719,0.8137522237573798,3
0.252828,32,xception,7.742636826811278e-05,2.592943797404667e-06,10,10,1,2,2,0.8958174904942966,0.8584224254650095,0.7591273678115431,0.8006021421500576,3
0.252828,32,xception,7.742636826811278e-05,3.562247890262444e-06,10,10,1,2,2,0.9011406844106464,0.8281962913370475,0.8361516013539202,0.830177084929685,3
0.252828,32,xception,7.742636826811278e-05,4.893900918477499e-06,10,10,1,2,2,0.8980988593155893,0.858168799078171,0.7947725442395985,0.8187081143606421,3
0.252828,32,xception,7.742636826811278e-05,6.723357536499335e-06,10,10,1,2,2,0.8889733840304183,0.8285124827721888,0.7772433740139567,0.7993484584354742,3
0.252828,32,xception,7.742636826811278e-05,9.236708571873863e-06,10,10,1,2,2,0.9003802281368821,0.8738427465925084,0.7868400600716492,0.8236862411690605,3
0.252828,32,xception,7.742636826811278e-05,1.2689610031679234e-05,10,10,1,2,2,0.9034220532319392,0.8595325475447839,0.823167303566094,0.8385222153226346,3
0.252828,32,xception,7.742636826811278e-05,1.7433288221999873e-05,10,10,1,2,2,0.8980988593155893,0.8126343750234624,0.7597270953267011,0.7819003530965267,3
0.252828,32,xception,7.742636826811278e-05,2.395026619987486e-05,10,10,1,2,2,0.9019011406844106,0.844069310332513,0.7996255896675236,0.8195572270234697,3
0.252828,32,xception,7.742636826811278e-05,3.290344562312671e-05,10,10,1,2,2,0.8935361216730038,0.8533146653446504,0.7837285402550371,0.8155520995458262,3
0.252828,32,xception,7.742636826811278e-05,4.520353656360241e-05,10,10,1,2,2,0.905703422053232,0.8573541753605045,0.786390188340703,0.8178485453671239,3
0.252828,32,xception,7.742636826811278e-05,6.210169418915616e-05,10,10,1,2,2,0.9019011406844106,0.8342991543509477,0.7923067038761372,0.8118529226907413,3
0.252828,32,xception,7.742636826811278e-05,8.531678524172815e-05,10,10,1,2,2,0.9026615969581748,0.832945368628697,0.7891744665484975,0.8091358026183977,3
0.252828,32,xception,7.742636826811278e-05,0.0001172102297533,10,10,1,2,2,0.911787072243346,0.8649124547188167,0.8106054621441551,0.8351419860810587,3
0.252828,32,xception,7.742636826811278e-05,0.000161026202756,10,10,1,2,2,0.9049429657794676,0.850902267045957,0.8128640693212332,0.8302439269143835,3
0.252828,32,xception,7.742636826811278e-05,0.000221221629107,10,10,1,2,2,0.9019011406844106,0.8566951805007117,0.8011772789489309,0.826434659405465,3
0.252828,32,xception,7.742636826811278e-05,0.0003039195382313,10,10,1,2,2,0.8980988593155893,0.822104366096784,0.7997072128236924,0.8091379446715732,3
0.252828,32,xception,7.742636826811278e-05,0.000417531893656,10,10,1,2,2,0.8988593155893536,0.8450849442672419,0.8120987668459936,0.8262344104848163,3
0.252828,32,xception,7.742636826811278e-05,0.0005736152510448,10,10,1,2,2,0.8958174904942966,0.8238578124569365,0.8128109944594508,0.8142531824955954,3
0.252828,32,xception,7.742636826811278e-05,0.0007880462815669,10,10,1,2,2,0.9095057034220532,0.8211663632652819,0.8480980217673282,0.8294039546753879,3
0.252828,32,xception,7.742636826811278e-05,0.001082636733874,10,10,1,2,2,0.9072243346007604,0.8842466543910565,0.8220726058553511,0.8501376424564646,3
0.252828,32,xception,7.742636826811278e-05,0.0014873521072935,10,10,1,2,2,0.8980988593155893,0.8458387705198471,0.8042122660214415,0.8189830908435334,3
0.252828,32,xception,7.742636826811278e-05,0.0020433597178569,10,10,1,2,2,0.8904942965779468,0.8329769432616738,0.7220716959348007,0.7395090187797528,3
0.252828,32,xception,7.742636826811278e-05,0.0028072162039411,10,10,1,2,2,0.8851711026615969,0.8160976361825876,0.8069810736251862,0.808769109709169,3
0.252828,32,xception,7.742636826811278e-05,0.0038566204211634,10,10,1,2,2,0.8844106463878327,0.7969213292126687,0.7925198839342784,0.7892540538504282,3
0.252828,32,xception,7.742636826811278e-05,0.0052983169062837,10,10,1,2,2,0.8897338403041825,0.7940476151495928,0.8007984190288387,0.7917234060710763,3
0.252828,32,xception,7.742636826811278e-05,0.0072789538439831,10,10,1,2,2,0.8927756653992396,0.8534669819189477,0.7915039309419154,0.8171661420671292,3
0.252828,32,xception,7.742636826811278e-05,0.01,10,10,1,2,2,0.8783269961977186,0.84354214047351,0.7287598285710422,0.7697274795474418,3
