,ts,md_threshold,backbone,finetune_layers,f1,acc,prec,rec,empty_tnr,empty_tpr,empty_fnr,empty_fpr
0,202303100853,0.1,xception,0,0.724341521865202,0.853754940711462,0.826271014285921,0.679616651708718,0.793594306049822,0.974593495934959,0.025406504065041,0.206405693950178
1,202303100853,0.3,xception,0,0.738085665225398,0.863241106719368,0.842048069576834,0.685291317992684,0.875444839857651,0.957317073170731,0.042682926829268,0.124555160142349
2,202303100853,0.5,xception,0,0.71967219270119,0.861660079051383,0.828645704800517,0.665199320703388,0.925266903914591,0.949186991869919,0.050813008130081,0.074733096085409
3,202303100853,0.7,xception,0,0.75197630441123,0.877470355731225,0.844336746055787,0.712524696779991,0.935943060498221,0.94410569105691,0.055894308943089,0.064056939501779
4,202303100853,0.9,xception,0,0.730543025808003,0.868774703557312,0.854306592378768,0.672561914343819,0.95729537366548,0.929878048780488,0.070121951219512,0.04270462633452
5,202303100853,0.1,densenet121,0,0.692573743304574,0.819762845849802,0.793299582613719,0.642095024802483,0.693950177935943,0.974593495934959,0.025406504065041,0.306049822064057
6,202303100853,0.3,densenet121,0,0.704531172040677,0.839525691699605,0.811310953644959,0.650559658986195,0.822064056939502,0.951219512195122,0.048780487804878,0.177935943060498
7,202303100853,0.5,densenet121,0,0.713568261723969,0.854545454545455,0.815642599530302,0.667358927913591,0.879003558718861,0.95020325203252,0.04979674796748,0.120996441281139
8,202303100853,0.7,densenet121,0,0.699297875614703,0.846640316205534,0.819613750900511,0.644305981591067,0.886120996441281,0.939024390243902,0.060975609756098,0.113879003558719
9,202303100853,0.9,densenet121,0,0.636167446490954,0.846640316205534,0.682114951767454,0.606155513762297,0.918149466192171,0.928861788617886,0.071138211382114,0.081850533807829
10,202303100853,0.1,inception_resnet_v2,0,0.732850964709066,0.840316205533597,0.821847077811198,0.692875436216774,0.733096085409253,0.976626016260163,0.023373983739837,0.266903914590747
11,202303100853,0.3,inception_resnet_v2,0,0.716515229417833,0.851383399209486,0.819918194458243,0.666707503244255,0.868327402135231,0.958333333333333,0.041666666666667,0.131672597864769
12,202303100853,0.5,inception_resnet_v2,0,0.745654685902942,0.874308300395257,0.845713453301857,0.698006189857403,0.900355871886121,0.952235772357724,0.047764227642276,0.099644128113879
13,202303100853,0.7,inception_resnet_v2,0,0.72877421816912,0.867193675889328,0.846251310655318,0.672317387464471,0.932384341637011,0.942073170731707,0.057926829268293,0.067615658362989
14,202303110816,0.9,inception_resnet_v2,0,0.742453694802254,0.873517786561265,0.859416014315432,0.68724710811479,0.94306049822064,0.931910569105691,0.068089430894309,0.056939501779359
15,202303120812,0.1,xception,33,0.75889579610632,0.862450592885375,0.851643982804278,0.715115871192466,0.758007117437722,0.980691056910569,0.019308943089431,0.241992882562277
16,202303120812,0.3,xception,33,0.704568934822901,0.844268774703557,0.807512759645316,0.655355529848482,0.868327402135231,0.946138211382114,0.053861788617886,0.131672597864769
17,202303120812,0.5,xception,33,0.748803838865739,0.86403162055336,0.837989651254693,0.706248131260022,0.843416370106761,0.95630081300813,0.04369918699187,0.156583629893238
18,202303120812,0.7,xception,33,0.733484694384629,0.86403162055336,0.844370527221096,0.680675293413381,0.896797153024911,0.949186991869919,0.050813008130081,0.103202846975089
19,202303120812,0.9,xception,33,0.73209760673254,0.868774703557312,0.839786971151392,0.681964665749191,0.94661921708185,0.931910569105691,0.068089430894309,0.053380782918149
20,202303120812,0.1,densenet121,107,0.671605876237136,0.799209486166008,0.744118202989039,0.624463517672437,0.626334519572954,0.982723577235772,0.017276422764228,0.373665480427046
21,202303120812,0.3,densenet121,107,0.703430624950369,0.834782608695652,0.82056825243104,0.643664697520649,0.775800711743772,0.960365853658537,0.039634146341463,0.224199288256228
22,202303130844,0.5,densenet121,107,0.710237515499746,0.863241106719368,0.76031550197964,0.679908324383085,0.911032028469751,0.949186991869919,0.050813008130081,0.088967971530249
23,202303130844,0.7,densenet121,107,0.727246603300514,0.860869565217391,0.843557554851468,0.670187323981928,0.914590747330961,0.947154471544715,0.052845528455285,0.085409252669039
24,202303130844,0.9,densenet121,107,0.68642742523914,0.851383399209486,0.723380973832764,0.661133595862611,0.925266903914591,0.929878048780488,0.070121951219512,0.074733096085409
25,202303131227,0.1,inception_resnet_v2,195,0.706191570639249,0.838735177865613,0.794754492317804,0.670611618365553,0.779359430604982,0.972560975609756,0.027439024390244,0.220640569395018
26,202303131227,0.3,inception_resnet_v2,195,0.722024953189831,0.853754940711462,0.849179941590178,0.662419363977463,0.839857651245552,0.957317073170731,0.042682926829268,0.160142348754448
27,202303131227,0.5,inception_resnet_v2,195,0.721941587953158,0.849802371541502,0.81200931262749,0.680902889442192,0.857651245551601,0.95020325203252,0.04979674796748,0.142348754448399
28,202303131227,0.7,inception_resnet_v2,195,0.728223129047148,0.863241106719368,0.827905888920057,0.681520348050214,0.911032028469751,0.946138211382114,0.053861788617886,0.088967971530249
29,202303131227,0.9,inception_resnet_v2,195,0.712081070428529,0.858498023715415,0.835754053606792,0.655835501867809,0.939501779359431,0.932926829268293,0.067073170731707,0.060498220640569
30,202303151732,0.1,xception,0,0.9023713289562822,0.9047312520115868,0.9033818472351628,0.9047312520115868,0.8916666666666667,0.9595461272816972,0.0404538727183029,0.1083333333333333
31,202303151732,0.3,xception,0,0.9023557913840335,0.9063405214032828,0.9019289605204688,0.9063405214032828,0.8740740740740741,0.9669462259496794,0.0330537740503206,0.1259259259259259
